timestamp,bitcoin_usd,litecoin_usd,ripple_usd,ethereum_usd,China_confirmed,Italy_confirmed,Iran_confirmed,Spain_confirmed,Germany_confirmed,USA_confirmed,France_confirmed,S. Korea_confirmed,Switzerland_confirmed,UK_confirmed,Portugal_confirmed,China_deaths,Italy_deaths,Iran_deaths,Spain_deaths,Germany_deaths,USA_deaths,France_deaths,S. Korea_deaths,Switzerland_deaths,UK_deaths,Portugal_deaths
2015-08-07,-0.003934471410369813,-0.002821887711642909,-0.0023321455744236587,-0.004349857847097572,-0.0037057599677917464,-0.0018159823866034273,-0.0031371636557171066,-0.0046295861576466915,-0.0029760018481380817,-0.0041492505839506085,-0.006454582835525686,-0.0031475795717952563,-0.0014086311145331159,-0.004586343790278171,-0.004409162243963866,-0.006059745326362563,-0.005278960613638737,-0.0052080934321124366,-0.005099320448496366,-0.003967028041136678,-0.001733245402551405,-0.0069711588577851535,-0.002043453472964272,-0.0030252468656811323,-0.0043046377126700385,-0.004672655784815853
2015-08-08,-0.10207378109954024,-0.06435263378629229,0.018829975774839372,-0.49404022615175336,-0.0037057599677917464,-0.0018159823866034273,-0.0031371636557171066,-0.0046295861576466915,-0.0029760018481380817,-0.0041492505839506085,-0.006454582835525686,-0.0031475795717952563,-0.0014086311145331159,-0.004586343790278171,-0.004409162243963866,-0.006059745326362563,-0.005278960613638737,-0.0052080934321124366,-0.005099320448496366,-0.003967028041136678,-0.001733245402551405,-0.0069711588577851535,-0.002043453472964272,-0.0030252468656811323,-0.0043046377126700385,-0.004672655784815853
2015-08-10,0.017308410970492953,0.0020859068397231255,0.017000036204984796,-0.4508677905920077,-0.0037057599677917464,-0.0018159823866034273,-0.0031371636557171066,-0.0046295861576466915,-0.0029760018481380817,-0.0041492505839506085,-0.006454582835525686,-0.0031475795717952563,-0.0014086311145331159,-0.004586343790278171,-0.004409162243963866,-0.006059745326362563,-0.005278960613638737,-0.0052080934321124366,-0.005099320448496366,-0.003967028041136678,-0.001733245402551405,-0.0069711588577851535,-0.002043453472964272,-0.0030252468656811323,-0.0043046377126700385,-0.004672655784815853
2015-08-11,0.03092309655337369,0.042811570124675485,-0.009094788589362862,0.5059597738482466,-0.0037057599677917464,-0.0018159823866034273,-0.0031371636557171066,-0.0046295861576466915,-0.0029760018481380817,-0.0041492505839506085,-0.006454582835525686,-0.0031475795717952563,-0.0014086311145331159,-0.004586343790278171,-0.004409162243963866,-0.006059745326362563,-0.005278960613638737,-0.0052080934321124366,-0.005099320448496366,-0.003967028041136678,-0.001733245402551405,-0.0069711588577851535,-0.002043453472964272,-0.0030252468656811323,-0.0043046377126700385,-0.004672655784815853
2015-08-12,-0.015596904402430004,-0.017593682228269576,-0.022293769413245863,0.1594429014976851,-0.0037057599677917464,-0.0018159823866034273,-0.0031371636557171066,-0.0046295861576466915,-0.0029760018481380817,-0.0041492505839506085,-0.006454582835525686,-0.0031475795717952563,-0.0014086311145331159,-0.004586343790278171,-0.004409162243963866,-0.006059745326362563,-0.005278960613638737,-0.0052080934321124366,-0.005099320448496366,-0.003967028041136678,-0.001733245402551405,-0.0069711588577851535,-0.002043453472964272,-0.0030252468656811323,-0.0043046377126700385,-0.004672655784815853
2015-08-13,-0.02607384821541483,-0.04310599241652845,-0.012835604311178238,0.4138249813398952,-0.0037057599677917464,-0.0018159823866034273,-0.0031371636557171066,-0.0046295861576466915,-0.0029760018481380817,-0.0041492505839506085,-0.006454582835525686,-0.0031475795717952563,-0.0014086311145331159,-0.004586343790278171,-0.004409162243963866,-0.006059745326362563,-0.005278960613638737,-0.0052080934321124366,-0.005099320448496366,-0.003967028041136678,-0.001733245402551405,-0.0069711588577851535,-0.002043453472964272,-0.0030252468656811323,-0.0043046377126700385,-0.004672655784815853
2015-08-14,0.004223948594672435,0.02847122750593766,0.008514977607428684,-0.004056587103668952,-0.0037057599677917464,-0.0018159823866034273,-0.0031371636557171066,-0.0046295861576466915,-0.0029760018481380817,-0.0041492505839506085,-0.006454582835525686,-0.0031475795717952563,-0.0014086311145331159,-0.004586343790278171,-0.004409162243963866,-0.006059745326362563,-0.005278960613638737,-0.0052080934321124366,-0.005099320448496366,-0.003967028041136678,-0.001733245402551405,-0.0069711588577851535,-0.002043453472964272,-0.0030252468656811323,-0.0043046377126700385,-0.004672655784815853
2015-08-15,-0.029568932721891584,-0.02808633233123182,0.00547203517283716,-0.08278686567009914,-0.0037057599677917464,-0.0018159823866034273,-0.0031371636557171066,-0.0046295861576466915,-0.0029760018481380817,-0.0041492505839506085,-0.006454582835525686,-0.0031475795717952563,-0.0014086311145331159,-0.004586343790278171,-0.004409162243963866,-0.006059745326362563,-0.005278960613638737,-0.0052080934321124366,-0.005099320448496366,-0.003967028041136678,-0.001733245402551405,-0.0069711588577851535,-0.002043453472964272,-0.0030252468656811323,-0.0043046377126700385,-0.004672655784815853
2015-08-16,-0.018856803754436467,0.006497711855929336,-0.010754455903410048,-0.11180264435657411,-0.0037057599677917464,-0.0018159823866034273,-0.0031371636557171066,-0.0046295861576466915,-0.0029760018481380817,-0.0041492505839506085,-0.006454582835525686,-0.0031475795717952563,-0.0014086311145331159,-0.004586343790278171,-0.004409162243963866,-0.006059745326362563,-0.005278960613638737,-0.0052080934321124366,-0.005099320448496366,-0.003967028041136678,-0.001733245402551405,-0.0069711588577851535,-0.002043453472964272,-0.0030252468656811323,-0.0043046377126700385,-0.004672655784815853
2015-08-17,-0.008198222633280955,0.00230086196604578,-0.003680086173445855,-0.17499370889577912,-0.0037057599677917464,-0.0018159823866034273,-0.0031371636557171066,-0.0046295861576466915,-0.0029760018481380817,-0.0041492505839506085,-0.006454582835525686,-0.0031475795717952563,-0.0014086311145331159,-0.004586343790278171,-0.004409162243963866,-0.006059745326362563,-0.005278960613638737,-0.0052080934321124366,-0.005099320448496366,-0.003967028041136678,-0.001733245402551405,-0.0069711588577851535,-0.002043453472964272,-0.0030252468656811323,-0.0043046377126700385,-0.004672655784815853
